Food_items,Breakfast,Lunch,Dinner,VegNovVeg,Calories,Fats,Proteins,Iron,Calcium,Sodium,Potassium,Carbohydrates,Fibre,VitaminD,Sugars
"Sausage, links, sweet, Italian",1,0,1,0,149,8.4,16.13,1.19,25,570,194,2.1,0,0,0
"Buckwheat groats, dry, roasted",1,0,1,0,346,2.7,11.73,2.47,17,11,320,74.95,10.3,0,0
"Yogurt, nonfat milk, chocolate",1,1,1,0,112,0,3.53,0.42,88,135,339,23.53,1.2,0,14.97
"Beverages, non-alcoholic, Wine",1,1,1,0,6,0,0.5,0.4,9,7,88,1.1,0,0,1.1
"Babyfood, strained, beef, meat",1,0,0,0,81,2.5,12.03,0.98,5,41,187,2.43,0,15,0
"Babyfood, strained, pork, meat",0,1,1,0,124,7.1,14,1,5,42,223,0,0,0,0
"Babyfood, strained, veal, meat",1,1,1,0,81,2.5,13.12,0.76,6,39,170,1.51,0,26,0
"Guinea hen, raw, meat and skin",1,1,1,0,158,6.5,23.4,0.84,11,67,193,0,0,0,0
"Peppers, raw, green, hot chili",1,0,0,0,40,0.2,2,1.2,18,7,340,9.46,1.5,0,5.1
"Squash, raw, butternut, winter",0,1,1,0,45,0.1,1,0.7,48,4,352,11.69,2,0,2.2
"Peppers, sauteed, green, sweet",1,1,1,0,127,12,0.78,0.3,8,17,134,4.22,1.8,0,2.17
"Bread, unenriched, white, pita",1,0,0,0,275,1.2,9.1,1.4,86,536,120,55.7,2.2,0,0
"Corn flour, white, whole-grain",0,1,1,0,361,3.9,6.93,2.38,7,5,315,76.85,7.3,0,0.64
"Salad dressing, sweet and sour",1,0,0,0,15,0,0.1,0.04,4,208,33,3.7,0,0,3.7
"Bologna, pork, turkey, chicken",1,1,1,0,298,26,9.88,1.16,82,922,152,5.65,0,0,0
"Rice, raw, medium-grain, brown",1,0,0,1,362,2.7,7.5,1.8,33,4,268,76.17,3.4,0,0
"Cocoa, unsweetened, dry powder",1,1,0,0,228,14,19.6,13.86,128,21,1524,57.9,37,0,1.75
"McDONALD'S, Hot Caramel Sundae",1,1,1,0,188,4.9,3.58,0.08,127,80,186,33.36,0,0,23.54
"BURGER KING, Hash Brown Rounds",0,1,1,0,302,19,2.8,0.71,15,568,364,29.37,2.3,0,0.63
"Beverages, canned, grape drink",1,0,0,0,61,0,0,0.07,52,16,12,15.72,0,0,13.06
"Candies, 100 GRAND Bar, NESTLE",1,1,1,0,468,19,2.5,0.34,76,203,163,70.97,1,0,51.9
"Sausage, cooked, pork, Italian",1,0,0,0,344,27,19.12,1.43,21,743,304,4.27,0.1,41,1.86
"Babyfood, dry, rice and apples",1,0,0,0,396,2.4,6.7,37,850,16,410,86.89,3,0,3.22
"OLIVE GARDEN, lasagna classico",1,0,0,0,184,11,11.28,0.75,211,450,258,10.33,1.6,0,3.53
"Soup, condensed, canned, onion",0,1,1,0,46,1.4,3.06,0.55,22,516,56,6.68,0.7,0,2.72
"Mangosteen, syrup pack, canned",0,1,1,1,73,0.6,0.41,0.3,12,7,48,17.91,1.8,0,0
"Kiwifruit, raw, ZESPRI SunGold",1,0,0,0,63,0.3,1.02,0.21,17,3,315,15.79,1.4,0,12.3
"McDONALD'S, Sausage McGRIDDLES",0,1,1,0,312,18,8.41,1.42,63,737,145,31.25,1,0,11.23
"Flan, dry mix, caramel custard",0,1,1,0,348,0,0,0.08,24,432,153,91.6,0,0,0
"Snacks, cheese-flavor, popcorn",0,1,1,0,526,33,9.3,2.24,113,889,261,51.6,9.9,0,0.79
"Babyfood, toddler, dices, peas",1,0,0,0,64,0.8,3.9,1,21,48,81,10.3,3.9,0,4.13
"Egg, raw, fresh, whole, turkey",1,0,0,0,171,12,13.68,4.1,99,151,142,1.15,0,0,0
"Mollusks, raw, common, octopus",1,0,0,0,82,1,14.91,5.3,53,230,350,2.2,0,0,0
Vegetarian meatloaf or patties,1,1,0,0,197,9,21,2.1,29,550,180,8,4.6,0,1.2
"Pheasant, total edible, cooked",0,1,1,1,239,12,32.4,1.43,16,43,271,0,0,7,0
"Yogurt, nonfat, vanilla, Greek",0,1,1,1,78,0.2,8.64,0.04,99,34,123,10.37,0.5,35,9.54
"KEEBLER, Iced Cookies, ANIMALS",0,0,1,1,459,16,5.6,3.1,0,337,66,74.2,1.6,0,26.7
"Cheese, queso asadero, mexican",0,1,1,1,356,28,22.6,0.51,661,705,86,2.87,0,21,2.87
"Oat flour, partially debranned",0,1,1,0,404,9.1,14.66,4,55,19,371,65.7,6.5,0,0.8
"Potatoes, ready-to-eat, mashed",0,0,1,1,106,5,1.97,0.27,34,298,274,13.29,1.9,2,1.76
"Snacks, plain, CORNNUTS, KRAFT",0,0,1,1,446,16,8.5,1.67,9,564,278,71.86,6.9,0,0.61
"Noodles, cooked, enriched, egg",0,1,1,0,138,2.1,4.54,1.47,12,5,38,25.16,1.2,4,0.4
"Pitanga, raw, (surinam-cherry)",0,0,1,1,33,0.4,0.8,0.2,9,3,103,7.49,0,0,0
"Crackers, GOYA CRACKERS, snack",0,0,1,1,433,13,14.25,0,0,0,0,64.35,3.8,0,2.35
"Beans, raw, mature seeds, navy",1,1,1,0,337,1.5,22.33,5.49,147,5,1185,60.75,15.3,0,3.88
"Topping, SMUCKER'S MAGIC SHELL",0,1,1,1,609,44,2.94,0,0,29,73,50.07,2.9,0,47.06
"Bread stuffing, dry mix, bread",0,1,1,1,386,3.4,11,3.81,97,1405,246,76.2,3.2,0,8.27
"Broccoli, raw, flower clusters",0,1,1,1,28,0.4,2.98,0.88,48,27,325,5.06,2.3,0,1.48
"Gravy, golden pork, CAMPBELL'S",1,0,0,1,76,5.1,1.69,0,0,525,0,5.08,0,0,1.69
"SILK Plus Omega-3 DHA, soymilk",1,0,0,0,45,2.1,2.88,0.44,144,49,144,3.29,0.4,49,2.47
"Cheese, reduced fat, provolone",1,0,1,0,274,18,24.7,0.52,756,615,138,3.5,0,13,0.55
"Blueberries, sweetened, frozen",0,0,1,0,85,0.1,0.4,0.39,6,1,60,21.95,2.2,0,19.72
"Beets, drained, boiled, cooked",0,0,1,0,44,0.2,1.68,0.79,16,77,305,9.96,2,0,7.96
"Babyfood, orange-carrot, juice",0,0,1,0,43,0.1,0.5,0.2,16,10,174,9.9,0.4,0,8.4
"Fast foods, strawberry, sundae",0,0,1,0,175,5.1,4.09,0.21,105,60,177,29.18,0,0,0
"Chicken, raw, giblets, stewing",1,0,0,0,168,9.2,17.89,5.93,10,77,226,2.13,0,0,0
"McDONALD'S, McCHICKEN Sandwich",0,0,1,0,273,13,10.43,1.74,88,624,173,27.97,1.3,0,3.57
"Cream, fat free, half and half",0,1,1,,59,1.4,2.6,0,96,100,206,9,0,0,5
"Squash, raw, spaghetti, winter",1,0,0,0,31,0.6,0.64,0.31,23,17,108,6.91,1.5,0,2.76
"Beans, microwaved, green, snap",1,0,0,0,39,0.5,2.31,0.83,55,3,323,6.41,3.4,0,3.22
"Babyfood, strained, lamb, meat",0,1,1,0,87,3.4,14.07,1.19,7,43,193,0.85,0,4,0
"Duck, raw, liver, domesticated",1,0,0,0,136,4.6,18.74,30.53,11,140,230,3.53,0,0,0
"Duck, raw, meat and skin, wild",0,1,1,0,211,15,17.42,4.16,5,56,249,0,0,0,0
"Oil, salad or cooking, soybean",0,1,1,0,884,100,0,0.05,0,0,0,0,0,0,0
"Candies, OH HENRY! Bar, NESTLE",0,1,1,0,462,23,7.7,0.5,69,193,259,65.5,1.9,0,46.2
"Candies, KRACKEL Chocolate Bar",1,0,0,0,512,27,6.62,1.06,158,196,325,63.96,2.2,0,52.53
"Candies, BABY RUTH Bar, NESTLE",1,0,0,0,459,22,5.4,0.63,47,230,249,64.8,2,0,54
"PEPPERIDGE FARM, Hamburger Bun",1,1,1,0,278,3.7,0.01,2.27,153,381,0,50,1.8,0,7.71
"Pickle and pimiento loaf, pork",0,0,1,0,225,16,11.23,1.33,109,1040,371,8.46,1.5,33,8.46
"SMART SOUP, Indian Bean Masala",1,0,0,0,57,0.9,3.3,1,22,92,0,10.5,2.6,0,2.3
"SMART SOUP, Moroccan Chick Pea",1,0,1,0,51,1.1,2,1,23,148,0,9.7,3.1,0,4.2
"SMART SOUP, Thai Coconut Curry",1,0,0,0,36,1.1,0.8,0,19,141,0,6.5,1,0,3.7
"NABISCO, NABISCO RITZ Crackers",0,1,1,0,492,23,7.23,4.47,154,882,119,63.51,2.3,0,8.14
"Fast foods, with chili, hotdog",1,0,0,0,260,12,11.85,2.88,17,421,146,27.45,0,0,0
"Spices, red or cayenne, pepper",0,1,1,0,318,17,12.01,7.8,148,30,2014,56.63,27.2,0,10.34
"MOTHER'S, Iced Oatmeal Cookies",1,0,0,0,463,18,5.4,2.3,0,493,110,71,2.7,0,36.3
"Chili, canned entree, no beans",0,1,1,0,118,7.1,7.53,2.01,30,411,185,6.1,0.5,3,1.1
"Burrito, frozen, beef and bean",1,0,0,0,239,9.6,7.26,2.96,34,587,221,30.84,4.2,0,0.7
"Ostrich, cooked, outside strip",0,1,1,0,156,3.8,28.55,4.3,5,72,367,0,0,0,0
"Onions, tops only, young green",0,1,1,1,27,0.5,0.97,0.51,52,15,159,5.74,1.8,0,3.91
"Pork, unprepared, bacon, cured",0,0,1,1,417,40,12.62,0.41,5,662,198,1.28,0,16,1
"Nuts, dried, pinyon, pine nuts",0,0,1,0,629,61,11.57,3.06,8,72,628,19.3,10.7,0,0
"GIRL SCOUTS, Do-si-dos Cookies",0,0,1,0,478,21,8.1,3.4,0,301,149,66,3.7,0,31.1
"GIRL SCOUTS, Tagalongs Cookies",0,1,1,0,558,35,8.1,2.1,0,371,217,52.2,3.5,0,30.9
"Babyfood, junior, pears, fruit",0,1,1,1,44,0.1,0.3,0.25,8,1,115,11.6,2.8,0,7.34
"SWANSON, Chicken and Dumplings",0,1,1,0,93,4.1,4.45,0.29,16,401,0,9.72,0.8,0,0.81
"McDONALD'S, Creamy Ranch Sauce",0,1,1,1,468,52,1.11,0.25,29,708,78,3.49,0,0,3.45
"Game meat , raw, ground, bison",0,1,1,0,223,16,18.67,2.6,11,66,307,0,0,0,0
"Mollusks, raw, Pacific, oyster",0,1,1,0,81,2.3,9.45,5.11,8,106,168,4.95,0,0,0
"Yogurt, lowfat, vanilla, Greek",1,0,1,0,95,2.5,8.64,0.04,100,40,123,9.54,0,35,9.54
"Emu, broiled, cooked, top loin",1,0,1,0,152,3.1,29.07,5.07,9,58,374,0,0,0,0
"Cheese, low sodium, mozzarella",1,1,1,0,280,17,27.5,0.25,731,16,95,3.1,0,13,1.23
"Sauce, medium, white, homemade",1,1,1,0,147,11,3.84,0.33,118,354,156,9.17,0.2,48,4.38
"Crackers, egg and onion, matzo",1,0,0,0,391,3.9,10,4.37,36,285,83,77.1,5,0,0
"Mushrooms, grilled, portabella",0,1,1,0,29,0.6,3.28,0.4,3,11,437,4.44,2.2,14,2.26
"Game meat, raw, water, buffalo",1,1,1,0,99,1.4,20.39,1.61,12,53,297,0,0,0,0
"Beverages, brewed, Oolong, tea",1,1,1,0,1,0,0,0,1,3,12,0.15,0,0,0
"Nuts, raw, japanese, chestnuts",1,0,0,0,154,0.5,2.25,1.45,31,14,329,34.91,0,0,0
"Soup, mix, dry, chicken noodle",0,1,1,0,377,6.5,15.42,2.44,55,3643,306,62.32,3.2,0,1.9
"Cheese, whole milk, mozzarella",1,1,1,0,300,22,22.17,0.44,505,627,76,2.19,0,16,1.03
"Tomato products, sauce, canned",1,0,0,0,24,0.3,1.2,0.96,14,474,297,5.31,1.5,0,3.56
"Fast foods, with egg, biscuit",0,1,1,0,274,16,8.53,2.13,60,655,175,23.46,0.6,0,0
"Fast foods, with ham, biscuit",1,0,0,0,342,16,11.85,2.41,142,974,174,38.75,0.7,13,1.97
"Candies, 5TH AVENUE Candy Bar",1,1,1,0,482,24,8.78,1.2,73,225,347,62.68,3.1,0,47.19
"Snacks, pieces, fruit leather",1,0,0,1,359,2.7,1,0.75,18,403,164,82.82,0,0,57.58
"Beverages, Orange juice drink",1,1,0,0,54,0,0.2,0.11,2,2,42,13.41,0.2,0,9.36
"Babyfood, peas and brown rice",1,1,1,0,64,0.5,3.4,1.5,14,6,93,11.49,2.5,0,2.89
HOUSE FOODS Premium Soft Tofu,0,1,1,0,59,2.7,6.38,1.53,78,34,0,2.19,0.8,0,0.53
"Sweet potato, unprepared, raw",1,0,0,0,86,0.1,1.57,0.61,30,55,337,20.12,3,0,4.18
"Jackfruit, syrup pack, canned",1,1,1,0,92,0.1,0.36,0.29,44,11,96,23.94,0.9,0,0
"Mung beans, raw, mature seeds",1,0,0,0,347,1.2,23.86,6.74,132,15,1246,62.62,16.3,0,6.6
"KEEBLER, Sweet Cremes Cookies",1,0,0,0,469,19,4.5,2.5,0,267,94,71,1.3,0,32
"Sausage, beef, pork, Berliner",1,0,0,0,230,17,15.27,1.15,12,1297,283,2.59,0,13,2.35
"Syrups, pancake, table blends",0,1,1,0,234,0,0,0.03,3,82,15,61.47,0,0,21.47
"Babyfood, strained, ham, meat",0,1,1,1,97,3.8,11.3,1.03,6,44,204,3.7,0,18,0
"CHICK-FIL-A, chicken sandwich",1,0,0,0,249,11,16.28,1.77,58,753,245,20.89,1.4,0,3.64
"Sugar-apples, raw, (sweetsop)",0,1,1,0,94,0.3,2.06,0.6,24,9,247,23.64,4.4,0,0
"Pheasant, raw, meat only, leg",0,1,1,0,134,4.3,22.2,1.78,29,45,296,0,0,0,0
"Nuts, raw, chinese, chestnuts",0,1,1,0,224,1.1,4.2,1.41,18,3,447,49.07,0,0,0
"Bread, wheat, reduced-calorie",1,0,0,0,217,2.9,13.32,2.91,163,332,150,42.47,11.1,0,3.71
"Bread, white, reduced-calorie",1,0,0,0,207,2.5,8.7,3.19,94,479,76,44.3,9.7,0,4.76
"Oil, salad or cooking, sesame",1,0,0,0,884,100,0,0,0,0,0,0,0,0,0
"Cornmeal, yellow, whole-grain",1,1,0,0,362,3.6,8.12,3.45,6,35,287,76.89,7.3,0,0.64
"Chicken patty, cooked, frozen",0,1,1,1,287,20,14.85,0.95,19,532,261,12.84,0.3,11,0
"Potato soup, dry mix, instant",0,1,1,1,343,3.1,9.2,2.38,172,2400,1248,76.14,7.6,0,10
"SUNSHINE, Snack Mix, CHEEZ-IT",0,0,1,1,438,15,9,3.84,84,1107,78,66.7,3.7,0,2.2
"Fish, raw, Greenland, halibut",0,1,1,1,186,14,14.37,0.66,3,80,268,0,0,1097,0
"Turkey sausage, cooked, fresh",0,1,1,0,196,10,23.89,1.49,22,665,298,0,0,0,0
"Pasta, dry, corn, gluten-free",0,0,1,1,357,2.1,7.46,0.93,4,3,294,79.26,11,0,0
"Nance, drained, syrup, canned",0,0,1,1,95,1.3,0.56,0.37,42,8,194,22.79,7,0,15.66
"WENDY'S, Frosty Dairy Dessert",0,1,1,0,132,2.6,3.49,1.04,128,98,185,23.62,3.3,0,0
"Pokeberry shoots, raw, (poke)",0,0,1,1,23,0.4,2.6,1.7,53,23,242,3.7,1.7,0,0
"Potatoes, raw, flesh and skin",0,0,1,1,77,0.1,2.05,0.81,12,6,425,17.49,2.1,0,0.82
"McDONALD'S, Strawberry Sundae",1,1,1,0,158,4,3.19,0.1,110,47,173,28.09,0,0,25.32
"Peppers, sun-dried, hot chile",0,1,1,1,324,5.8,10.58,6.04,45,91,1870,69.86,28.7,0,41.06
"Nopales, without salt, cooked",0,1,1,1,15,0.1,1.35,0.5,164,20,195,3.28,2,0,1.12
"T.G.I. FRIDAY'S, french fries",0,1,1,1,296,15,3.74,0.98,19,409,604,36.9,4.1,0,0
"APPLEBEE'S, mozzarella sticks",1,0,0,1,316,18,14.87,0.43,319,838,106,22.87,2.1,0,2.8
"BARBARA DEE, Winter Mints Cookies",1,0,0,0,515,26,3.9,2.6,0,290,65,67.1,2,0,35.8
"KEEBLER, Wheat Crackers, TOWN HOUSE",1,0,1,0,489,24,6.3,0,0,876,134,63.2,2.8,0,3.1
"Egg, pasteurized, frozen, raw, yolk",0,0,1,0,296,26,15.53,4.55,134,67,121,0.81,0,238,0.16
"Raspberries, sweetened, red, frozen",0,0,1,0,103,0.2,0.7,0.65,15,1,114,26.16,4.4,0,21.76
"Peas and carrots, unprepared, frozen",0,0,1,0,53,0.5,3.4,1.09,27,79,194,11.15,3.4,0,0
"Pie, prepared from recipe, blueberry",0,0,1,0,245,12,2.7,1.23,7,185,50,33.5,0,0,0
"Beans, drained solids, canned, pinto",1,0,0,0,114,0.9,6.99,1.33,63,239,274,20.22,5.5,0,0.54
"Turkey, with broth, meat only, canned",0,0,1,0,169,6.9,23.68,1.86,12,518,224,1.47,0,11,0
"Plums, wild (Northern Plains Indians)",0,1,1,,91,0.2,0.43,0.17,11,4,364,21.95,6,0,10.61
"McDONALD'S, Grilled, RANCH SNACK WRAP",1,0,0,0,222,10,13.77,1.45,93,577,192,18.43,0.9,0,1.53
"Squirrel, meat (Alaska Native), ground",1,0,0,0,111,3.8,19.3,4.7,0,0,0,0,0,0,0
"Cereals ready-to-eat, UNCLE SAM CEREAL",0,1,1,0,346,12,15.98,4.03,95,206,446,65.78,20.3,0,1.56
"Bear, raw (Alaska Native), meat, polar",1,0,0,0,130,3.1,25.6,6.1,17,0,40,0,0,0,0
"Babyfood, toddler, macaroni and cheese",0,1,1,0,82,2.6,3.5,0.6,102,112,18,11.2,0.5,2,0.79
"Babyfood, pasta with vegetables, dinner",0,1,1,0,60,2.1,1.7,0.5,14,11,133,8.4,1.5,0,1.2
"SPAGHETTIOS, SpaghettiOs with Meatballs",0,1,1,0,95,2.8,4.37,1.43,60,238,282,12.7,1.6,16,3.17
"Gravy, country style sausage, CAMPBELL'S",1,0,0,0,119,10,3.39,0,0,458,0,5.08,0,0,1.69
"Nuts, peeled, dried, european, chestnuts",1,0,0,0,369,3.9,5.01,2.39,64,37,991,78.43,0,0,0
"SMART SOUP, Vietnamese Carrot Lemongrass",1,1,1,0,44,1.1,1.3,0,23,145,0,8.2,1.5,0,4.4
"Syrups, cane and 15% maple, table blends",0,0,1,0,278,0.1,0,0.19,12,104,53,69.52,0.1,0,68.2
"Pasta, cooked, plain, fresh-refrigerated",1,0,0,0,131,1.1,5.15,1.14,6,6,24,24.93,0,0,0
"Candies, ROLO Caramels in Milk Chocolate",1,0,1,0,474,21,5.08,0.42,145,188,188,67.95,0.9,0,63.93
"Candies, SNICKERS Bar, MARS SNACKFOOD US",1,0,0,0,491,24,7.53,0.72,93,239,323,61.51,2.3,0,50.47
"Potatoes, unprepared, dry mix, scalloped",0,1,1,0,358,4.6,7.77,2.01,62,1578,905,73.93,8.6,0,0
"Potatoes, unprepared, dry mix, au gratin",1,0,0,0,314,3.7,8.9,1.63,311,2095,990,74.31,4.1,0,0
"Beverages, POLAND SPRING, bottled, water",0,1,1,0,0,0,0,0.01,1,1,0,0,0,0,0
"PIZZA HUT 14"" Pepperoni Pizza, Pan Crust",1,0,0,0,291,13,11.47,2.57,147,676,187,31.79,2,0,1.95
"Pasta with tomato sauce, canned, no meat",0,1,1,0,70,0.4,2.22,0.91,13,272,192,14.22,0.9,0,4
"Lasagna with meat & sauce, frozen entree",1,0,0,0,124,4.4,6.63,0.65,73,347,184,14.39,1.4,1,2.96
"Soup, condensed, canned, cream of potato",0,1,1,0,74,1.9,1.51,0.34,17,604,165,12.79,1.3,0,1.44
"Soup, condensed, canned, cream of shrimp",0,1,1,1,72,4.1,2.22,0.42,14,685,47,6.53,0.2,0,0
"MURRAY, Chocolate Creme Sandwich Cookies",0,0,1,1,473,19,4.9,3.2,0,507,134,71.3,2.2,0,38.4
"Fish, dry heat, cooked, florida, pompano",0,0,1,0,211,12,23.69,0.67,43,76,636,0,0,0,0
"KELLOGG'S, Cinnamon Toast, Waffles, EGGO",0,0,1,0,325,12,5.5,6.8,272,524,76,49.5,1.4,2,18.2
"Pancakes, incomplete, dry mix, buckwheat",0,1,1,0,340,2.7,10.9,4.73,476,684,316,71.3,8.5,0,7.21
"GIRL SCOUTS, Thank U Berry Munch Cookies",0,1,1,1,491,22,4.6,2.3,0,305,22,70,1.8,1,28.9
"Gravy, classic chicken, HEINZ Home Style",0,1,1,0,46,2.6,0.67,0.07,10,372,35,5.01,0,0,0
"Cereals ready-to-eat, KASHI GOOD FRIENDS",0,1,1,1,299,3.2,9.4,4.1,26,204,366,79.3,21.7,0,18.8
"Oil, fully hydrogenated, soy, industrial",0,1,1,0,884,100,0,0.05,0,0,0,0,0,0,0
"Cowpeas (blackeyes), raw, immature seeds",0,1,1,0,90,0.4,2.95,1.1,126,4,431,18.83,5,0,3
"Egg rolls, heated, refrigerated, chicken",1,0,1,0,197,4.5,10.44,1.69,47,478,281,28.54,2.4,1,5.57
"Beef, raw, inside, imported, New Zealand",1,0,1,0,128,4.4,22.16,2.27,4,40,338,0.1,0,11,0
"Candies, chocolate-flavor roll, caramels",1,1,1,0,387,3.3,1.59,0.8,36,44,116,87.73,0.1,0,56.32
"Taro, with salt, steamed, cooked, leaves",1,1,1,0,24,0.4,2.72,1.18,86,238,460,3.89,2,0,0
"Veal, raw, separable lean and fat, shank",1,0,0,0,107,3.3,19.28,1.17,12,107,162,0,0,31,0
"Spaghetti with meat sauce, frozen entree",0,1,1,0,90,1,5.05,1.25,18,238,144,15.24,1.8,0,2.6
"Whale, raw (Alaska Native), meat, beluga",1,1,1,0,111,0.5,26.5,25.9,7,78,283,0,0,0,0
"Snacks, chocolate chip, crisped rice bar",1,1,1,0,404,14,5.1,6.3,21,278,168,73,2.2,0,0
"SUNSHINE, Reduced Fat Crackers, CHEEZ-IT",1,0,0,0,449,15,13.3,4.4,137,823,117,67,2.2,0,0.8
"Beverages, Classic Malt powder, OVALTINE",0,1,1,0,372,0,0,16.36,909,636,0,93.33,0,364,63.64
"Kale, with salt, drained, boiled, cooked",1,1,1,0,28,0.4,1.9,0.9,72,259,228,5.63,2,0,1.25
"Lamb, raw, testes, imported, New Zealand",1,0,0,0,68,2.4,11.4,1.14,5,119,265,0.14,0,0,0
"Beans, raw, mature seeds, great northern",0,1,1,0,339,1.1,21.86,5.47,175,14,1387,62.37,20.2,0,2.26
"Cherries, unsweetened, frozen, red, sour",1,0,0,0,46,0.4,0.92,0.53,13,1,124,11.02,1.6,0,9.02
"Nuts, unblanched, honey roasted, almonds",1,1,1,0,594,50,18.17,2.83,263,130,560,27.9,13.7,0,0
"Lamb, raw, brains, imported, New Zealand",1,0,0,1,118,8,11.33,1.07,4,117,307,0,0,0,0
"Cereals ready-to-eat, GOLDEN CRISP, POST",1,1,0,0,380,1.7,5.5,6.7,15,95,176,90.1,5,296,53.6
"ARCHWAY Home Style Cookies, Iced Oatmeal",1,1,1,0,435,17,4.89,2.19,32,377,185,66.76,2,0,37.2
"PAPA JOHN'S 14"" Cheese Pizza, Thin Crust",0,1,1,0,295,16,12.29,0.51,238,528,160,26.26,2.3,0,3.85
"KASHI, Frozen Entree, Tuscan Veggie Bake",1,0,0,0,90,3.2,2,1,28,245,233,15,2.9,0,3
"Peanut butter, without salt, chunk style",1,1,1,0,589,50,24.06,1.9,45,17,745,21.57,8,0,8.41
"Babyfood, junior, with egg yolks, cereal",1,0,0,0,52,1.8,1.9,0.51,24,33,35,7.1,0.9,0,0
"Beverages, sugar free, AMP, Energy drink",1,0,0,0,2,0,0,0,0,31,2,1.03,0,0,0
"Salad dressing, regular, ranch dressing",1,0,0,0,430,45,1.32,0.3,28,901,64,5.9,0,3,4.69
"Beverages, No pulp, light, Orange juice",0,1,1,0,21,0,0.21,0,0,4,188,5.42,0,0,4.17
"Fast foods, with egg and bacon, biscuit",0,1,1,1,305,21,11.33,2.49,126,844,167,19.06,0.5,25,2.19
"Cereals ready-to-eat, homemade, granola",1,0,0,0,489,24,13.67,3.95,76,26,539,53.88,8.9,0,19.8
"Yachtwurst, cooked, with pistachio nuts",0,1,1,0,268,23,14.8,1,19,936,0,1.4,0,0,0
"ARCHWAY Home Style Cookies, Dutch Cocoa",0,1,1,0,431,15,4.5,3.36,13,384,239,69.44,2.6,0,35.35
"Alcoholic beverage, canned, pina colada",0,1,1,0,237,7.6,0.6,0.03,1,71,83,27.6,0.1,0,0
"Sausage, hot, beef with chicken, Polish",1,0,0,0,259,19,17.6,0.88,12,1540,237,3.6,0,0,0
"Soup, dry, chicken flavor, ramen noodle",1,0,0,0,439,18,10.22,4.21,22,1923,183,60.23,2.9,0,1.96
"Bread, prepared from recipe, irish soda",1,0,0,0,290,5,6.6,2.69,81,398,266,56,2.6,0,0
"Strawberries, sliced, sweetened, frozen",1,1,0,0,96,0.1,0.53,0.59,11,3,98,25.92,1.9,0,24.01
"OLIVE GARDEN, spaghetti with meat sauce",0,1,1,1,121,3.3,5.8,1.03,15,209,164,17.19,1.7,0,1.67
"WORTHINGTON Leanies, unprepared, frozen",0,1,1,1,251,17,19.5,1.8,73,1078,103,6.1,3.8,0,1.2
"Turkey from whole, raw, meat only, neck",0,0,1,1,125,6,16.51,1.01,24,233,133,0,0,13,0
"Turkey sticks, fried, battered, breaded",0,1,1,1,279,17,14.2,2.2,14,838,260,17,0,0,0
"SUNSHINE, Baby Swiss Crackers, CHEEZ-IT",0,1,1,0,503,25,8.6,4.1,0,629,104,63.1,2.2,0,1.4
"Potatoes, baked, flesh and skin, Russet",0,0,1,1,97,0.1,2.63,1.07,18,14,550,21.44,2.3,0,1.08
"Soup, condensed, canned, bean with pork",0,0,1,1,129,4.4,5.88,1.53,60,672,375,16.97,5.9,0,3
"Fish, dry heat, cooked, striped, mullet",0,1,1,0,150,4.9,24.81,1.41,31,71,458,0,0,0,0
"Cookies, chocolate-covered, sugar wafer",0,0,1,1,526,28,3.45,1.24,0,138,311,65.99,3.4,0,51.72
"Soup, lower sodium, beef broth, SWANSON",0,0,1,1,6,0.1,1.2,0.04,2,180,23,0.21,0,0,0.2
"Pickles, reduced sodium, dill, cucumber",1,1,1,0,12,0.3,0.5,0.26,57,18,117,2.41,1,0,1.07
"Potato chips, reduced fat, without salt",0,1,1,1,487,21,7.1,1.35,21,8,1744,67.8,6.1,0,0.22
"Beverages, Light Cranberry, OCEAN SPRAY",0,1,1,1,19,0,0.22,0.07,3,15,38,4.72,0.7,0,3.97
"Milk, with added vitamin D, fluid, goat",0,1,1,1,69,4.1,3.56,0.05,134,50,204,4.45,0,51,4.45
"McDONALD'S, NEWMAN'S OWN Ranch Dressing",1,0,0,1,313,27,2.62,0.25,77,954,120,16.75,0.3,0,6.57
"Soup, condensed, canned, cream of onion",1,0,0,0,88,4.2,2.2,0.5,27,637,98,10.4,0.4,0,3.64
"Cake, prepared from recipe, gingerbread",1,0,1,0,356,16,3.9,2.88,71,327,439,49.2,0,0,0
"MURRAY, Fudge Dipped Wafers, SUGAR FREE",0,0,1,0,486,34,3.4,1.4,0,71,159,61.2,13.3,0,0.4
"KELLOGG'S, Original, Pancakes, CINNABON",0,0,1,0,258,7.7,5,4.3,76,456,50,43.1,1.1,0,14.9
"KASHI, Frozen Entree, Red Curry Chicken",0,0,1,0,110,3,5.9,0.8,23,154,179,15.6,2.3,0,3.3
"Cookies, prepared from recipe, brownies",0,0,1,0,466,29,6.2,1.84,57,343,176,50.2,0,0,0
"SUNSHINE, Mozzarella Crackers, CHEEZ-IT",1,0,0,0,500,24,8.6,4.1,0,593,106,64.1,2.2,0,1.4
"Pie, prepared from recipe, banana cream",0,0,1,0,269,14,4.4,1.04,75,240,165,32.9,0.7,32,12.06
"KASHI, Oatmeal Raisin Flax Cookies, TLC",0,1,1,,414,15,7.7,0,0,236,273,67,12.8,0,24.8
"Babyfood, toddler, beef lasagna, dinner",1,0,0,0,77,2.1,4.2,0.87,18,41,122,10,0,0,0
"Veal, raw, separable lean only, sirloin",1,0,0,0,110,2.6,20.2,0.8,11,80,348,0,0,0,0
